,atel_num,Sentence,label
126,11283,"The Large Area Telescope (LAT), one of two instruments on the Fermi Gamma-ray Space Telescope, has observed increasing gamma-ray emission from a source positionally consistent with the flat spectrum radio quasar PKS 0226-559 (also known as PMN J0228-5546, CGRaBS J0228-5546 and 3FGL J0228.3-5545) with radio coordinates (J2000) R.A.: 37.09004 deg, Dec.: -55.76764 deg (Fey et al.2015, AJ, 150, 58).",1.0
127,11283,PKS 0226-559 has brightened in GeV gamma rays since the beginning of January 2018.,1.0
128,11283,"Preliminary analysis indicates that on February 6, 2018, PKS 0226-559 was in a flaring state with a daily averaged gamma-ray flux (E>100 MeV) of (0.8+/-0.2) X 10^-6 photons cm^-2 s^-1 (statistical uncertainty only), about 35 times greater than its four-year average flux reported in the third Fermi-LAT source catalog (3FGL, Acero et al.2015, ApJS, 218, 23).",1.0
129,11283,"PKS 0226-559 continued to be detected on a daily basis on February 7 and 8, 2018, with daily averaged gamma-ray fluxes (E>100 MeV) respectively of (0.3+/-0.1) X 10^-6 photons cm^-2 s^-1 and (0.4+/-0.1) X 10^-6 photons cm^-2 s^-1.",1.0
130,11287,"Observations were taken in the HR mode of HRS, covering a spectral range of 3800-8900 &#8491; at a resolution of R = 65000-67000.",0.0
131,11289,"We obtained a spectrum of this source with the Goodman Spectrograph on the SOAR telescope on 2018 Feb 12.39, covering a wavelength range of about 3800-7800 A at a resolution of 5.8 A.",0.0
132,11290,"Observations were taken in the LR mode of HRS, covering a spectral range of 3800-8900&#8491; at a resolution of R ~ 14,000.",0.0
133,11294,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 Feb 12, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
134,11299,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 Feb 13, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
135,11299,"Date | Source | Disc Mag | z | Type | Phase | Notes ASASSN-18cc | SN2018qp | 14 14 32.28 | +03 11 24.32 | 20180209 | ASAS-SN | 16.3 | 0.030 | Ia | +4d to +7d | ASASSN-18cd | AT2018qq | 09 58 33.03 | -27 49 50.09 | 20180210 | ASAS-SN | 17.0 | 0.000 | Stellar | - | (1) (1) We see the transient source in ATLAS, but we measure its position as coincident with PSO J095832.834-274951.126 a Pan-STARRS (r=19.6) and Gaia stellar object.",2.0
136,11302,The position of the source was consistent with LMXB 4U 1543-624.,1.0
137,11304,"A low resolution spectrum (3300-8000 Ang, 2.31 Ang/pix) has been obtained on UT Feb 14.8 with the Asiago 1.22m.",0.0
138,11306,During the on-going INTEGRAL observations of the Galactic center field performed from 2018 February 13 at 08:06 to February 16 at 13:01 (UTC) IBIS/ISGRI instrument on board INTEGRAL detected the new X-ray transient Swift J1658.2-4242 (GCN #22416 and #22417).,1.0
139,11306,"Due to the large off-axis angle of Swift J1658.2-4242 with respect to the INTEGRAL pointing direction, the source was only sporadically within the IBIS/ISGRI field of view.",1.0
140,11306,"Its 20-60 keV flux measured at different epochs was: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Time (MJD) &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; | Flux (20-60 keV) 58162.47 - 58162.67 | <17 (1 sigma) 58162.93 - 58163.14 | 10+/-8 mCrab 58163.31 - 58163.52 | 32+/-5 mCrab 58164.39 - 58164.56 | 99+/-9 mCrab 58164.81 - 58164.89 | 89+/-21 mCrab 58165.29 - 58165.41 | 41+/-24 mCrab During the fourth interval (MJD 58164.39-58164.56), we measured the highest fluxes in two energy bands: 84+/-6 mCrab (20-40 keV) and 97+/-9 mCrab (40-80 keV).",2.0
141,11307,"A follow-up pointing observation (ObsId:00810300991, 2.8 ks) of the recently discovered X-ray transient Swift J1658.2-4242 (GCN #22416, #22417) has been performed by Swift-XRT on MJD 58165.3 in PC mode.",1.0
142,11307,There is a known infrared source VVV J165812.62-424154.78 with Ks magnitude of 15.25 located only 0.4'' off this position.,1.0
143,11309,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 February 15, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
144,11310,"Using the data set from the recent telemetry downlink, we report further analysis of the new Galactic transient, Swift J1658.2-4242 (trigger #810300) (Barthelmy et al., GCN Circ.",1.0
145,11310,"We note that this position lies 0.4 arc-seconds from the IR source VVV J165812.62-424154.78, from the VISTA Variables DR2 catalog (Minniti et al., 2017), which has magnitudes H=16.2 and K=15.252.",1.0
146,11311,"We report on analysis of all the current Windowed Timing mode data taken on the newly discovered Galactic Transient, Swift J1658.2-4242 (GCN #22416, GCN #22417, GCN #22419, ATEL #11310, ATEL #11306, ATEL #11307).",1.0
147,11311,"Therefore we suggest that this period, if real, is the signature that Swift J1658.2-4242 contains a pulsar, constraining the system type to being likely an accreting pulsar, e.g.",1.0
148,11312,"Transient We report on NIR photometry of the flat spectrum radio source PKS1244-255, cross identified with the intermediate redshift quasar CGRaBSJ1246-2547 (z=0.633) and the Gamma-ray source 3FGL1246.7-2547, We observed the source in the NIR, finding that on January 27th, 2017 (MJD 2458145.970579) its fluxes corresponded to J = 13.895 +/- 0.03, H = 12.937 +/- 0.02 and Ks = 12.042 +/- 0.04.",1.0
149,11314,"On the report of NIR brightening of the Blazar PKS1244-255 (ATel#11312) there is an errata: the observation date should have been: January 27th,2018.",1.0
150,11315,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 02 16, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
151,11317,We report on behalf of the Swift/XRT Deep Galactic Plane Survey Team: We observed the INTEGRAL error region of the X-ray transient source AX J1620.1-5002 (ATEL# 11252; Lepingwell et al.),1.0
152,11317,At the reported location of AX J1620.1-5002 we determine a 3-sigma upper limit of 4.2E-02 counts/s.,1.0
153,11317,"We detected only one source, MAXI J1621-501, in the 24' XRT field of view with over 3 sigma significance above the background (0.3-10 keV).",1.0
154,11317,"Our analysis supports the conclusion by Chenevez et al.(ATEL# 11272), that the source is most likely MAXI J1621-501 and not AX J1620.1-5002 or some other source in the field.",1.0
155,11318,INTEGRAL continued its observations of the new X-ray transient Swift J1658.2-4242 (GCN #22416 and #22417).,1.0
156,11318,"From 2018-02-16 17:00:39 to 2018-02-17 07:42:29 during the Galactic Center monitoring programme (PI Wilms) in INTEGRAL revolution 1920, we detect the source at: 15.3\pm0.7 cps or 153 mCrab in 20-40 keV band</br> 7.1\pm0.6 cps or 130 mCrab in 40-80 keV band We use source position for Swift J1658.2-4242 as reported in ATel #11310.",1.0
157,11319,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 02 17, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
158,11320,"All observations were performed on the ESO New Technology Telescope at La Silla on 2017 February 18, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
159,11321,"We report on the initial analysis of a NuSTAR observation of the new X-ray transient Swift J1658.2-4242 (GCN #22416, #22417, #22419; ATEL #11306, #11307, #11310, #11311, #11318).",1.0
160,11321,NuSTAR observed Swift J1658.2-4242 from 2018-02-16T23:26:09 to 2018-02-17T20:51:09 with a total exposure of 33.3 ks.,1.0
161,11321,Therefore we propose that Swift J1658.2-4242 is a black hole binary.,1.0
162,11322,"Swift J1658.2-4242 is a recently detected X-ray transient (GCN #22416, #22417, ATel #11306).",1.0
163,11322,We observed Swift J1658.2-4242 with the Australia Compact Telescope Array (ATCA) between 2018-02-17 19:48:29.9 UT and 2018-02-18 02:29:09.9 UT (MJD 58166.96 +/- 0.14).,1.0
164,11322,"We used 1934-638 for primary flux calibration, and the nearby calibrator 1714-397 (4.65 degrees away) for phase calibration.",1.0
165,11322,"At distances greater than 3kpc, the observed radio and X-ray luminosities of Swift J1658.2-4242 are consistent with a black hole X-ray binary on the radio-quiet branch of the L_r/L_x correlation (above all known neutron star X-ray binaries; see e.g., Tetarenko at al.",1.0
166,11322,"Therefore, if the source is more distant than 3kpc, the strength of the radio emission indicates that Swift J1658.2-4242 is likely to be a black hole X-ray binary.",1.0
167,11322,We note that there is only a 0.35% probability that Swift J1658.2-4242 is this close given our Galactic structure calculations along this line of sight.,1.0
168,11323,"Since there is no known X-ray source in the error region, we tentatively name the source MAXI J1813-095.",1.0
169,11323,Flash Report for MAXI J1813-095:,2.0
170,11326,"At 16:40UT on February 20th, 2018, Swift began a target of opportunity observation of the position of the new MAXI detected transient MAXI J1813-095 (Kawase et al.2018; ATel #11323).",1.0
171,11326,"This position is not consistent with the location of any previously know X-ray transient, and therefore we conclude that this is a new transient X-ray source, MAXI J1813-095.",1.0
172,11326,"BAT has also detected the new X-ray transient MAXI J1813-095 as a sub-threshold source in its on-board images, with the earliest detection in a 17 minute image starting at 03:58 UT on 2018 Feb 19.",1.0
173,11326,"We note that this position is 4 arc-minutes away from the XRT position, however no other transient is present in the XRT data inside the BAT error circle, therefore we believe that the BAT and XRT source are consistent with both being MAXI J1813-095.",1.0
174,11326,MAXI J1813-095 BAT Transient Monitor :,2.0
175,11327,"Monitoring with the Gehrels Swift observatory's X-Ray Telescope detected an X-ray flux increase from the magnetar 1E 1048.1-5937 in January 2018 (Archibald et al., ATEL #11241).",1.0
176,11329,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 Feb 20, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
177,11329,<br /> (2) Known Bl Lac object 3FGL J1238.2-1958 <br />,1.0
178,11331,"We report on NIR photometry of the radio source GB6J0713+5738, tentatively identified with the Gamma-ray source Fermi J0713+5739 (ATels #10149, #11056).",1.0
179,11331,This activity strongly suggests that the counterpart of the source Fermi J0713+5739 is indeed the radio source GB6J0713+5738.,1.0
180,11332,"The new transient MAXI J18130-095 (Kawase et al.2018, ATel #11323) was observed simultaneously in g'r'i'z'JHK with GROND (Greiner et al.2008, PASP 120, 405) at the MPG 2.2m telescope at the ESO La Silla Observatory (Chile).",1.0
181,11332,"The GROND positions are: Source A = PSO J181334.004-093159.456 RA(J2000) = 18:13:34.015 Dec(J2000) = -09:31:59.20 Source B = PSO J181333.964-093158.045 RA(J2000) = 18:13:33.970 Dec(J2000) = 09:31:57.94 with uncertainties of 0.05"" and 0.07"" in RA and Dec, respectively.",1.0
182,11332,We therefore suggest that Source A is the likely counterpart of MAXI J1813-095.,1.0
183,11334,"The X-ray transient Swift J1658.2-4242 was detected on 18.02.18UT with initial coordinates RA=16h58m11s and Dec=-42d42'31"" with an uncertainty of 3 arcmin (GCN #22416).",1.0
184,11334,"A dedicated search around the new reported position resulted in the detection of a counterpart in three catalogs: 2MASS J16581268-4241563 (located 0.33"" away, but consistent within the positional uncertainty of the 2MASS PSC), VVV J165812.68-424156.25 (0.21"" away) and GAIA 5966232529369270784 (0.25"" away).",1.0
185,11335,"In ATel#11331, we reported the NIR detection of the radio source GB60713+5738 and the suggestion of it being in flaring state.",1.0
186,11335,This fact is consistent with the renew gamma-ray activity of Fermi J0713+5739 (ATel#11056) and provides further evidence for the radio and the NIR sources being the counterparts of the gamma-ray one.,1.0
187,11336,"The new X-ray and radio transient source Swift J1658.2-4242 (GCN #22416, #22417, #22419; ATel #11306, #11307, #11310, #11311, #11318, #11321, #11322, #11334) has been recently observed by INTEGRAL, from 2018 February 20 at 14:04 to 2018 February 22 at 15:03:12 (UTC), during a monitoring dedicated to this source.",1.0
188,11336,"Swift J1658.2-4242 is detected in the IBIS/ISGRI mosaic (based on data from 2018 February 20 at 14:04 to February 22 at 02:22, UTC; exposure time 125 ks) at a significance of 121 sigma in the 20-40 keV energy range and about 46 sigma in the 40-80 keV energy range.",1.0
189,11336,"Swift J1658.2-4242 is also detected in the JEM-X mosaics (same observations used for the ISGRI mosaics, see above) at a significance of 59 sigma in the 3-10 keV energy range and about 37 sigma in the 10-20 keV energy range.",1.0
190,11336,"We measured the fluxes of Swift J1658.2-4242 in mCrab, using the most recently available calibration observation of the Crab carried out during the satellite revolution 1921 (from 2018 February 17 at 22:39 to 2018 February 18 at 11:59, UTC).",1.0
191,11337,"During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, <a href="" "">Shappee et al.2014</a>), using data from the quadruple 14-cm ""Brutus"" telescope in Haleakala, Hawaii, the quadruple 14-cm ""Leavitt"" telescope in Fort Davis, Texas, the quadruple 14-cm ""Payne-Gaposchkin"" telescope in Sutherland, South Africa, and the quadruple 14-cm ""Cassius"" and ""Paczynski"" telescopes in Cerro Tololo, Chile, we have discovered an unprecedented optical brightening of QSO B0346-279 (<a href= >z~0.9874</a>).",1.0
192,11337,"QSO B0346-279, while <a href= >optically variable in CRTS data</a>, was never seen to be brighter than V~17.5.",1.0
193,11337,"QSO B0346-279 reached a V-band magnitude of V=15.5 on UT 2018-02-21.08 (g=16.4 on UT 2018-02-17.09), decaying to V=15.8 on UT 2018-02-22.07.",1.0
194,11338,"Observations were taken in the LR mode of HRS, covering a spectral range of 3800-8900 &#8491; at a resolution of R = 14,000.",0.0
195,11339,"We report that the photometric follow-up of the current active phase (see ATel #11100,#11107) of the blazar S5 0716+714 (RA: 7:21:53.45, Dec: 71:20:36.36, J2000.0) that we are pursuing at the Astronomical Observatory of the University of Siena may indicate a new rising phase for the optical brightness of the source, with the R-band Vega magnitude dropping below R=12.5 on Feb 19.98, while at the beginning of January the source had faded to R~13.2.",1.0
196,11340,We also retrieved and analysed the 6dFGS spectrum of 6dFGS J210322.1-214756 and 6dFGS J134043.6-281105 as well as the LAMOST spectrum of SWIFTJ0156.1+4463 but only in the last two cases were we able to classify the objects.,1.0
197,11340,SWIFTJ0628.7-8346 is likely an AGN because its WISE colours are typical of this class.,1.0
198,11340,"<table cellpadding=“300” table border=“2” align=""center""> <tbody> <tr align=center><th> Swift Name </th><th> RA (J2000) </th><th> Dec (J2000) </th><th> Err </th><th> dist/BAT err </th><th> CAT </th><th> Counterpart </th><th> z/class </th></tr> <tr align=center><td>J0156.1+4463</td><td>01 56 22.00</td><td>+44 42 30.5</td><td>10""</td><td>5.3'/5.7'</td><td>R/U1</td><td>2MASX J01562185+4442327</td><td>0.017/XBONG</td></tr> <tr align=center><td>J1107.8+7107</td><td>11 07 48.80</td><td>+71 05 38.5</td><td>10""</td><td>1.5'/5.7'</td><td>R/U1</td><td>2MASX J11074777+7105326</td><td>0.060/AGN</td></tr> <tr align=center><td>J1118.0+4794</td><td>11 19 15.90</td><td>+47 51 11.5</td><td>10""</td><td>6.0'/5.3'</td><td>R/U1</td><td>2MASX J11074777+7105326</td><td>0.060/Sey1</td></tr> <tr align=center><td>J1340.9-2808</td><td>13 40 44.00</td><td>-28 11 09.0</td><td>21""</td><td>4.9'/5.2'</td><td>R/U1</td><td>6dFGS J134043.6-281105</td><td>0.215/AGN</td></tr> <tr align=center><td>J1503.7+6850</td><td>15 04 13.10</td><td>+68 56 10.5</td><td> 7""</td><td>6.3'/5.7'</td><td>R/U1</td><td>2MASS J15041280+6856129</td><td>0.318/Sey1</td></tr> <tr align=center><td>J1641.4-2010</td><td>16 41 22.30</td><td>-20 00 33.0</td><td>10""</td><td>5.9'/4.9'</td><td>R/U1</td><td>2MASS J16412251-2000337</td><td>0.058/AGN</td></tr> <tr align=center><td>J2103.3-2144</td><td>21 03 22.21</td><td>-21 47 43.0</td><td>10""</td><td>4.0'/5.5'</td><td>R/U1</td><td>6dFGS J210322.1-214756</td><td>0.289/Sey2</td></tr> <tr align=center><td>J0628.7-8346</td><td>06 29 53.66</td><td>-83 44 20.7</td><td> 8""</td><td>2.3'/5.5'</td><td>X/U2</td><td>2MASS J06294867-8344217</td><td>-/AGN cand</td></tr> <tr align=center><td>J1809.6-4585</td><td>18 09 57.98</td><td>-45 52 44.3</td><td> 8""</td><td>3.5'/5.6'</td><td>X/U1</td><td>ICRF J180957.8-4552410</td><td>0.070/BL Lac</td></tr> </tbody> </table>",2.0
199,11341,For SWIFT J1105.4+0200 two possible X-ray counterparts were found; XRT data indicate that both are viable associations as both are detected above 3 keV.,1.0
200,11341,For 2 sources we retrieved and analysed 6dFGS spectra: 2MASS J19095128+4058466 is classified as an AGN candidate in Simbad while XMMSL2 J190921.2+011225 is most likely of galactic origin being located close to the galactic plane and displaying WISE colours which are not typical of an AGN.,1.0
201,11341,"<table table border=“2” align=""center""> <tbody> <tr align=center><th> Swift Name </th><th> RA (J2000) </th><th> Dec (J2000) </th><th> Err </th><th> dist/BAT err </th><th> CAT </th><th> Counterpart </th><th> z/class </th></tr> <tr align=center><td>J0516.5-5179</td><td>05 16 38.60</td><td>-51 46 43.5</td><td>9""</td><td>1.8'/5.9'</td><td>R</td><td>2MASX J05163823-5146496</td><td>0.2220/Sey1</td></tr> <tr align=center><td>J0656.0-6560</td><td>06 56 31.10</td><td>-65 33 44.5</td><td>11""</td><td>3.9'/4.6'</td><td>R</td><td>FR265</td><td>0.0295/Sey1</td></tr> <tr align=center><td>J0722.6+3051</td><td>07 22 17.40</td><td>+30 30 52.0</td><td>11""</td><td> 4.1'/6.3'</td><td>R</td><td>2MASX J07221754+3030497</td><td>0.1000/Sey1.5</td></tr> <tr align=center><td>J0836.7+4442</td><td>08 36 58.30</td><td>+44 26 12.5</td><td>8""</td><td> 3.2'/5.9'</td><td>R</td><td>QSO B0833+4436</td><td>0.2544/Sey1</td></tr> <tr align=center><td>J1046.7+5469</td><td>10 47 05.40</td><td>+54 44 12.0</td><td>7""</td><td> 4.0'/5.7'</td><td>R</td><td>2MASS J10470514+5444060</td><td>0.2148/QSO</td></tr> <tr align=center><td>J1105.4+0200A</td><td>11 05 40.70</td><td>+02 02 45.0</td><td>14""</td><td> 5.0'/5.6'</td><td>R</td><td>2dFGRS TGN435Z100</td><td>0.10559/BL Lac</td></tr> <tr align=center><td>J1105.4+0200B</td><td>11 05 28.60</td><td>+02 05 26.0</td><td>12""</td><td> 5.1'/5.6'</td><td>R</td><td>RX J1105.4+0205</td><td>0.2470/Sey2</td></tr> <tr align=center><td>J1153.9+5848</td><td>11 53 23.40</td><td>+58 31 59.0</td><td>19""</td><td> 4.7'/4.9'</td><td>R</td><td>6C 115049+584806</td><td>0.20237/Sey1.5</td></tr> <tr align=center><td>J1254.9+1165</td><td>12 54 38.50</td><td>+11 41 05.0</td><td>11""</td><td> 4.4'/4.7'</td><td>R</td><td>QSO B1252+119</td><td>0.8724/FSRQ</td></tr> <tr align=center><td>J1521.6+3204</td><td>15 21 36.80</td><td>+32 06 41.0</td><td>15""</td><td> 4.1'/5.1'</td><td>R</td><td>2MASX J15213500+3206384</td><td>0.1117/Sey1</td></tr> <tr align=center><td>J1609.9-6371</td><td>16 10 17.30</td><td>-63 42 34.5</td><td>18""</td><td> 2.8'/5.4'</td><td>R</td><td>6dFGS J161018.8-634238</td><td>0.2094/Sey1.5</td></tr> <tr align=center><td>J1909.4-6245</td><td>19 09 37.00</td><td>-62 28 53.0</td><td>12""</td><td> 2.6'/4.9'</td><td>R</td><td>ESO 104-41</td><td>0.0850/Sey1</td></tr> <tr align=center><td>J1909.5+4097</td><td>19 09 51.50</td><td>+40 58 45.0</td><td>8""</td><td> 3.9'/5.7'</td><td>R</td><td>2MASS J19095128+4058466</td><td>- / AGN cand</td></tr> <tr align=center><td>J2055.4+0228</td><td>20 55 22.80</td><td>+02 21 18.5</td><td>10""</td><td> 4.",2.0
202,11341,"'5/6.1'</td><td>R</td><td>2MASX J20552225+0221162</td><td>0.0136/NLS1</td></tr> <tr align=center><td>J0205.5-0255</td><td>02 05 19.80</td><td>-02 33 08.0</td><td>8""</td><td> 2.1'/5.1'</td><td>X</td><td>6dFGS J020520.0-023306</td><td>0.0283/Sey1.9</td></tr> <tr align=center><td>J1909.3+0124</td><td>19 09 21.08</td><td>+01 12 24.5</td><td>8""</td><td> 2.3'/4.4'</td><td>X</td><td>XMMSL2 J190921.2+011225</td><td>- / -</td></tr> </tbody> </table>",2.0
203,11342,Swift J1658.2-4242 is a new transient discovered by Swift (GCN #22416 and #22417).,1.0
204,11342,These all suggest Swift J1658.2-4242 is likely to be a black hole X-ray binary.,1.0
205,11342,"However, the absence of accretion signatures in the spectrum, and the lack of evidence for a brighter optical counterpart, suggest that this optical source may well not be the counterpart to Swift J1658.2-4242.",1.0
206,11347,"Three consecutive observations of 300 sec each were performed with the ESO New Technology Telescope at La Silla, starting on 2018-02-24 at 04:38UT, using EFOSC2 and Grism 13 (3985-9315, 18A resolution) and then combined to increase the S/N.",0.0
207,11353,"A 600s exposure was obtained on 2018-02-25 at 03:26 UT with EFOSC2 and Grism 13 (3985-9315, 18A resolution) mounted on the ESO New Technology Telescope at La Silla.",0.0
208,11355,"We report on a new NIR flare of the high redshift Blazar 3c454.3 (z=0.859), also known as HB89 2251+158 associated with the gamma-ray source 2FGL2253.9+1609.",1.0
209,11356,"We observed the new X-ray transient MAXI J1813-095 (ATels #11323, #11326, #11332) with the Australia Telescope Compact Array (ATCA) between 2018-02-22 20:52 UT and 2018-02-23 02:59 UT.",1.0
210,11356,We used 1934-658 for flux calibration and 1819-096 for phase calibration.,0.0
211,11356,We significantly detect MAXI J1813-095 at the position (measured at 9 GHz):</br> RA (J2000): 18:13:34.073 +/- 0.014</br> Dec (J2000): -9:32:07.3 +/- 3.7</br> where the 1-sigma errors are the larger of the statistical error from the fitted position (Declination error) or the theoretical statistical error of centroiding (Beam/2*SNR; Right Ascension error).,1.0
212,11356,"Swift/XRT observed MAXI J1813-095 on 2018-02-21 (between 11:40:06 and 11:58:12 UT) and 2018-02-23 (22:25:00 to 22:44:00 UT), bracketing our radio observation.",1.0
213,11356,"Comparing the luminosities to those of hard-state XBs, MAXI J1813-095 is consistent with radio-quiet BHXBs and radio-loud neutron star XBs; however, we caution that this correlation would not apply to jet ejecta.",1.0
214,11356,"Given the consistency of the X-ray properties, the radio spectral index and the radio/X-ray correlation with the properties of radio-quiet BHXBs, MAXI J1813-095 may be a radio-quiet BHXB.",1.0
215,11357,"We observed the new transient MAXI J1813-095 (see ATels #11323, #11326, #11332, #11356) from 2018 February 23th 02:57 to 18:13 UTC with INTEGRAL in order to measure the intrinsic properties of the broad-band X-ray spectrum and to obtain more information about the nature of the source.",1.0
216,11358,We report on optical observations of the field of Swift J1658.2-4242 with the Las Cumbres Observatory (LCO) 1-m robotic telescopes.,1.0
217,11358,"We observed the field of Swift J1658.2-4242 with the 1-m LCO network of telescopes (the nodes at Cerro Tololo, Chile and the South African Astronomical Observatory (SAAO), South Africa) on 22, 23, 24 and 25 February in the SDSS i' and r'-bands.",1.0
218,11358,Swift J1658.2-4242 LCO optical finding chart:,1.0
219,11360,"Three consecutive observations of 180s, 60s and 80s starting on 2018-02-25 at 09:47 UT were performed with EFOSC2 and Grism 13 (3985-9315, 18 A resolution) mounted on the ESO New Technology Telescope at La Silla.",0.0
220,11362,Unfortunately both surveys were conducted simultaneously (1997-2001 for 2MASS versus 1996-2001 for DENIS) and do not give the chance to establish longer variability baseline.,0.0
221,11364,"Observations were taken in the LR mode of HRS, covering a spectral range of 3800-8900 &#8491; at a resolution of R = 14,000.",0.0
222,11365,"During the 2010-2013 seasons VVV Ks-band observations of the likely progenitor of Nova ASASSN-18ds show no significant variation in brightness with mean_Ks=14.54+/-0.03, which is within the VVV photometric errors at these magnitudes.",0.0
223,11365,"VVV ID: VVV J170347.58-381658.3 RA, DEC (J2000) = 17:03:47.559, -38:16:58.31 L, B = 347.3874, 1.9309 VVV multi-band data Band Ks-mag Ks-err flag Z = 17.381+/-0.017 +1 Y = 16.606+/-0.016 +1 J = 15.732+/-0.015 +1 H = 14.965+/-0.015 +1 Ks = 14.558+/-0.016 +1 VVV Ks-band variability data MJD Ks-mag Ks-err flag 55374.21630277 14.558+/-0.016 +1 55428.14744049 14.544+/-0.023 +1 55434.14087105 14.550+/-0.022 +1 55766.21068887 14.520+/-0.029 +1 55769.20922439 14.568+/-0.027 +1 55780.11150854 14.536+/-0.022 -2 55803.01784942 14.534+/-0.023 +1 56090.22195304 14.555+/-0.021 +1 56096.16484719 14.465+/-0.020 +1 56105.07454494 14.515+/-0.026 +1 56112.07906054 14.475+/-0.018 +1 56114.01557428 14.568+/-0.022 +1 56115.04735228 14.516+/-0.020 +1 56126.22693012 14.556+/-0.024 +1 56470.24303955 14.585+/-0.025 +1 56473.14880138 14.558+/-0.020 +1 56474.08923339 14.540+/-0.021 +1 56486.13952338 14.539+/-0.021 +1 56497.09318649 14.584+/-0.024 +1 56511.03620023 14.549+/-0.024 +1 56512.05967214 14.540+/-0.024 +1 56512.17139243 14.553+/-0.024 +1 56513.05582285 14.522+/-0.024 +1 56513.13269333 14.596+/-0.025 +1 56514.08213266 14.603+/-0.029 +1 56515.06366720 14.484+/-0.023 +1 56522.02125391 14.525+/-0.023 +1 56524.11743066 14.505+/-0.022 +1 56525.05432194 14.528+/-0.023 +1 56525.12538349 14.547+/-0.023 +1 56526.06090606 14.592+/-0.025 +1 56527.07177302 14.532+/-0.022 +1 56536.99696866 14.612+/-0.036 +1 56537.04268127 14.539+/-0.026 +1 56537.11685762 14.523+/-0.025 +1 56538.00929730 14.542+/-0.024 +1 The VVV data are in the natural VISTA Vegamag system.",2.0
224,11366,"We obtained an optical spectrum (range 4200-7550 Angs., FWHM resolution = 3.5 Angs.)",0.0
225,11375,"We report on preliminary analysis of an AstroSat observation of the newly discovered X-ray transient, Swift J1658.2-4242 [J1658] (GCN #22416, #22417, #22419; ATel #11306, #11307, #11310, #11311, #11318, #11321, #11336).",1.0
226,11378,"The Large Area Telescope (LAT), one of the two instruments on the Fermi Gamma-ray Space Telescope, has observed an increasing gamma-ray flux from a source positionally consistent with the flat spectrum radio quasar (FSRQ) PKS 1004-217 (3FGL J1006.7-2159) with coordinates RA: 10h06m46.4136s, DEC: -21d59m20.410s, J2000 (Beasley et al.2002, ApJS, 141, 13) and redshift z=0.331 (Hewitt & Burbidge 1989, ApJS, 69, 1).",1.0
227,11380,"Transient, Variables MASTER OT J195210.21-614104.9 detection - bright (15.9) dwarf nova outburst with ampl>5.6 MASTER-SAAO auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 19h 52m 10.21s -61d 41m 04.9s on 2018-03-05.05144 UT.",1.0
228,11383,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 March 8, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
229,11385,"On 2018-03-09 at 02:49:32.99 UTC (2018-03-09.1177429398), we detected a burst with a signal to noise ratio (S/N) of 411, at the dispersion measure (DM) of 263.47 pc cm^-3, in the field of the millisecond pulsar PSR J2124-3358 (DM = 4.60).",1.0
230,11388,"All observations were performed on the ESO New Technology Telescope at La Silla on 2018 March 9, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
231,11388,"The redshift of the host galaxy, SDSS J102250.88+140316.5 is from the Sloan Digital Sky Survey Data Release 13 (2016).",1.0
232,11388,"The redshift of the host galaxy, LCRS B101737.6-062228, is from Katgert et al.1998, A&AS, 129, 399, and well matches the value we obtain from the narrow Halpha line observed in the spectrum.",1.0
233,11390,"The 900 second integration was taken in fiber mode (R=27,800; 4080-8900A).",0.0
234,11394,"We report a new X-ray source, XMMSL2 J140446.9-251135, found in an XMM-Newton slew of 15/2/2018 with a count rate of 3.4 c/s (0.2-2 keV) in the EPIC-pn camera, medium filter.",1.0
235,11395,"ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects (see Smartt et al.2015, A&A, 579, 40;   ), reports the following spectroscopic observation of the new X-ray source XMMSL2 J140446.9-251135 in the galaxy 2MASX 14044671-2511433 (ATel #11394).",1.0
236,11395,"The observation was performed on the ESO New Technology Telescope at La Silla on 2018 March 8, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution).",0.0
