,index_new,atel_num,Sentence,label,process
132,132,12162.0,"The Zwicky Transient Facility (ZTF; ATel #11266) reports the discovery of ZTF18acbwfza (AT2018hso), a rising transient in NGC 3729 at 21.1 Mpc (Tully et al.2009), at coordinates 11:33:51.96 +53:07:07.1 (J2000) <br /> 173.466512 +53.118638 (J2000) The source was first detected on 2018-10-31.53 (UT) at r = 19.4 mag (absolute magnitude of M = -12.2), and has been rising at the rate of ~ 0.25 mag / day with g - r color ~ 0.5.",1.0,zwicki transient facil ztf atel report discoveri ztf acbwfza hso rise transient ngc mpc tulli et al coordin jtwothousand br jtwothousand sourc first detect ut r mag absolut magnitud rise rate mag day g r color 
133,133,12156.0,"Variable, Transient, Variables MASTER OT J112941.32-444306.5 detection - OT with amplitude more then 3.6m MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 11h 29m 41.32s -44d 43m 06.5s on 2018-11-02.09229 UT.",1.0,variabl transient variabl master ot j detect ot amplitud master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
134,134,12156.0,"The discovery and reference images are available at:   MASTER OT J052503.71+393358.9 detection - OT with ampl>2.2 MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 05h 25m 03.71s +39d 33m 58.9s on 2018-10-16.78661 UT.",1.0,discoveri refer imag avail master ot j detect ot ampl master kislovodsk auto detect system discov ot sourc ra dec h ut
135,135,12151.0,The best BAT position is (J2000): RA = 284.673 Dec= -8.245 RA = 18 58 41.5 Dec = -08 14 42.0 with an estimated error of 3 arc minutes (statistical plus systematic).,1.0,best bat posit jtwothousand ra dec ra dec estim error arc minut statist plu systemat 
136,136,12149.0,"g mag Offset from Host ("") ASASSN-18yn 03:18:21.225 -41:36:34.85 2018-10-19.15 18.2 0.36 Obs.",1.0,g mag offset host asassn yn ob
137,137,12146.0,"MASTER-OAFA images are available at   <be> MASTER OT J091558.28-675805.0 discovery - prelimin.dwarf nova outburst with ampl>5.3m MASTER-OAFA auto-detection system discovered OT source at (RA, Dec) = 09h 15m 58.28s -67d 58m 05.0s on 2018-10-28.29309 UT.",1.0,master oafa imag avail master ot j discoveri prelimindwarf nova outburst ampl master oafa auto detect system discov ot sourc ra dec h ut
138,138,12145.0,"Observatory: Hiroshima Astronomical Observatory Telescope: 1.5-m Kanata telescope Instrument: Hiroshima Optical and Near-InfraRed camera (HONIR; Akitaya et al.2014) Filter: R and Ks-bands (simultaneously) Time: 09:09:51-10:25:58 (Oct 24), 09:14:19-11:04:35 (Oct 25) Position: (18:04:31.6, -08:50:54) (Oct 24), (18:04:32.8, -08:50:51) (Oct 25) Field of view (FoV): 10’ arcmin square Total exposure: 5225s in R, 4400s in Ks (Oct 24), 4465s in R, 3760s in Ks (Oct 25) Limiting magnitudes: R=19.6 and Ks=15.5 mag (Oct 24); R=19.8 and Ks=15.5 mag (Oct 25).",1.0,observatori hiroshima astronom observatori telescop kanata telescop instrument hiroshima optic near infrar camera honir akitaya et al filter r ks band simultan time oct oct posit oct oct field view fov arcmin squar total exposur r ks oct r ks oct limit magnitud r ks mag oct r ks mag oct 
139,139,12145.0,"Observatory: Nishi-Harima Astronomical Observatory Telescope: 2.0-m Nayuta telescope Instrument: Nishi-harima Infrared Camera (NIC; Ishiguro et al.2011; Takahashi et al.2013) Filter: J, H, and Ks-band (simultaneously) Time: 09:11:57-10:14:49 (Oct 24), 08:45:42-10:24:05 (Oct 25) Position: (18:04:33, -08:50:08) (Oct 24), (18:04:33, -08:50:25) (Oct 25) Field of view (FoV): 2.7 arcmin square Total exposure: 2400s (Oct 24) 3600s (Oct 25) Limiting magnitudes: J=18.1, H=17.6 and Ks=16.6 mag (Oct 24), J=19.3, H = 19.0, and Ks = 17.9 (Oct 25).",1.0,observatori nishi harima astronom observatori telescop nayuta telescop instrument nishi harima infrar camera nic ishiguro et al takahashi et al filter j h ks band simultan time oct oct posit oct oct field view fov arcmin squar total exposur oct oct limit magnitud j h ks mag oct j h ks oct 
140,140,12145.0,"2003) Filter J, H, and Ks-band (simultaneously) Time: 18:06:57-18:43:08 (Oct 24), 18:06:20-18:31:12 (Oct 25) Position: (18:04:32.4, -08:51:07) (Oct 24), (18:04:34.5, -08:51:08) (Oct 25) The field of view (FoV): 7.7 arcmin square Total exposure: 1800s (Oct 24), 1200s (Oct 25) Limiting magnitudes: J=19.4 and H=18.9 mag (Oct 24), and J=19.1, H=18.6, and Ks=18.1 mag (Oct 25) Observatory: Kyoto University Telescope: 0.4-m telescope Instrument: CCD(SBIG STT-3200me?",1.0,filter j h ks band simultan time oct oct posit oct oct field view fov arcmin squar total exposur oct oct limit magnitud j h mag oct j h ks mag oct observatori kyoto univers telescop telescop instrument ccd sbig stt
141,141,12142.0,We also report on improved coordinates of the nova (RA 16:14:32.9; Dec -53:30:15.2) with uncertainty of about 0.2'' per coordinate.,1.0,also report improv coordin nova ra dec uncertainti per coordin
142,142,12140.0,"GWAC (Wei et al., 2016) auto-discovery system discover an outburst of the source, whose coordinates are RA=02:25:06.4 DEC=+08:06:39 J2000 on 2018-10-17T13:55:00 UT.",1.0,gwac wei et al auto discoveri system discov outburst sourc whose coordin ra dec jtwothousand ut
143,143,12136.0,"The Large Area Telescope (LAT), the principal instrument on-board the Fermi Gamma-ray Space Telescope, has observed increasing gamma-ray flux from a source positionally consistent with PKS 1830-211 (also known as 3FGL J1833.6-2103, Acero et al.2015, ApJS, 218, 2, placed at RA: 18h 33m 39.9s, Dec -21d 03m 40s, J2000, van Ommen et al., 1995, ApJ, 444, 561).",1.0,larg area telescop lat princip instrument board fermi gamma ray space telescop observ increas gamma ray flux sourc posit consist pk also known fgl j acero et al apj place ra h dec jtwothousand van ommen et al apj 
144,144,12127.0,"RA (J2000) = 00:42:40.13, Dec (J2000) = +41:17:26.9.",1.0,ra jtwothousand dec jtwothousand 
145,145,12124.0,"The most likely position is RA = 15:46:20.5, DEC = -25:24:32, J2000, Galactic: Gl = 345.51 deg, Gb = 22.67 deg.",1.0,like posit ra dec jtwothousand galact gl deg gb deg
146,146,12124.0,"The most likely position is RA =22:05:55 , DEC = -08:50:30, J2000, Galactic: Gl = 50.5 deg, Gb = -47.0 deg.",1.0,like posit ra dec jtwothousand galact gl deg gb deg
147,147,12121.0,"An ultraviolet source with U=13.31+/-0.02 (Vega system) is visible on the Swift/UVOT image at 16:14:32.91 -53:30:14.8 +/-0.2"" J2000.",1.0,ultraviolet sourc u vega system visibl swift uvot imag jtwothousand
148,148,12119.0,"g mag Offset from Host ("") ASASSN-18yc 04:00:53.810 -66:40:30.61 2018-10-16.37 17.4 5.74 Obs.",1.0,g mag offset host asassn yc ob
149,149,12117.0,"Assuming that the source flux was constant over the transit, we obtain the source position at (R.A., Dec) = (265.734 deg, -29.891 deg) = (17 42 56, -29 53 27) (J2000) equivalently (l, b) = (358.880 deg, -0.001 deg) = (358 52 49.2, -00 00 04) with a statistical 90% C.L.",1.0,assum sourc flux constant transit obtain sourc posit ra dec deg deg jtwothousand equival l b deg deg statist cl
150,150,12117.0,"Without assumptions on the source constancy, we obtain a rectangular error box for the transient source with the following corners: (R.A., Dec) = (265.477, -28.919) deg = (17 41 54, -28 55 08) (J2000) (R.A., Dec) = (264.748, -29.359) deg = (17 38 59, -29 21 32) (J2000) (R.A., Dec) = (265.706, -30.556) deg = (17 42 49, -30 33 21) (J2000) (R.A., Dec) = (266.439, -30.110) deg = (17 45 45, -30 06 35) (J2000) There was no significant excess flux in the previous transit at UT 15:45 and in the next transit at 18:50 UT with an upper limit of 20 mCrab for each.",1.0,without assumpt sourc constanc obtain rectangular error box transient sourc follow corner ra dec deg jtwothousand ra dec deg jtwothousand ra dec deg jtwothousand ra dec deg jtwothousand signific excess flux previou transit ut next transit ut upper limit mcrab
151,151,12108.0,"Variable, Transient, Variables MASTER OT J212907.97-021711.4 discovery - new OT, outburst with ampl>5.4 MASTER-IAC auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 21h 29m 07.97s -02d 17m 11.4s on 2018-10-12.92647 UT.",1.0,variabl transient variabl master ot j discoveri new ot outburst ampl master iac auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
152,152,12108.0,The OT is seen in 10 images (2018-10-12 21:09:49.066UT-23:11:04.966UT).,0.0,ot seen imag ut ut 
153,153,12104.0,"Mag Offset from Host ("") ASASSN-18xr 00:42:04.560 -02:37:44.51 2018-10-10.04 18.2 -18.6 19.67 Obs.",1.0,mag offset host asassn xr ob
154,154,12090.0,"Variable, Transient, Variables MASTER OT J055548.92-303053.3 discovery - ampl>6.5mag, no known optical source in VIZIER MASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 05h 55m 48.92s -30d 30m 53.3s on 2018-10-09.22942 UT.",1.0,variabl transient variabl master ot j discoveri ampl mag known optic sourc vizier master oafa auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
155,155,12090.0,"The OT is seen in 3 images (2018-10-09 05:25:11,05:30:22,08:24:20.10).",0,ot seen imag 
156,156,12088.0,"g mag Offset from Host ("") ASASSN-18xf 04:42:37.850 -53:16:01.17 2018-10-08.08 17.4 3.81 Obs.",1.0,g mag offset host asassn xf ob
157,157,12084.0,"The Large Area Telescope (LAT) on board the Fermi Gamma-ray Space Telescope has observed an increasing gamma-ray flux from a source positionally coincident with SDSS J002829.81+200026.7 at RA: 00h 28m 29.8s, Dec. +20d 00m 27s (J2000); (Beasley et al.2002 ApJS, 141, 13B).",1.0,larg area telescop lat board fermi gamma ray space telescop observ increas gamma ray flux sourc posit coincid sdss j ra h dec jtwothousand beasley et al apj b 
158,158,12081.0,"Transient, Variables MASTER OT J101326.12-413942.9 discovery -new OT, ampl>6m, no VIZIER MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 10h 13m 26.12s -41d 39m 42.9s on 2018-10-05.10326 UT.",1.0,transient variabl master ot j discoveri new ot ampl vizier master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
159,159,12078.0,"Transient, Variables MASTER OT J041758.27-025019.0 detection - QSO optical flare(5mag amplitude) MASTER-Tunka auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 04h 17m 58.27s -02d 50m 19.0s on 2018-10-01.86697 UT.",1.0,transient variabl master ot j detect qso optic flare mag amplitud master tunka auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
160,160,12074.0,"Transient, Variables MASTER OT J180822.04-651129.8 discovery - 6mag amplitude outburst, no VIZIER data MASTER-OAFA auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 18h 08m 22.04s -65d 11m 29.8s on 2018-10-02.04157 UT.",1.0,transient variabl master ot j discoveri mag amplitud outburst vizier data master oafa auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
161,161,12071.0,"Nova, Transient, Variables MASTER OT J155814.41-163017.1 discovery - possible Nova outburst, ampl>8mag MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 15h 58m 14.41s -16d 30m 17.1s on 2018-09-29.77081 UT during Fermi trigger <a href="" "">inspection</a>.",1.0,nova transient variabl master ot j discoveri possibl nova outburst ampl mag master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut fermi trigger href inspect 
162,162,12070.0,"Variables MASTER OT J193047.39-795628.3 discovery - PSN in spiral PGC063305 MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 19h 30m 47.39s -79d 56m 28.3s on 2018-10-01.82168 UT.",1.0,variabl master ot j discoveri psn spiral pgc master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
163,163,12069.0,"We do not detect any radio emission at the supernova position RA, Decl (J2000): 20:41:54.99, +64:12:52.65.",1.0,detect radio emiss supernova posit ra decl jtwothousand 
164,164,12060.0,"The FRB was detected in beam 01 of the 21-cm multi-beam receiver (Staveley-Smith et al.1996, PASA, 13, 243) centred at RA: 15:10:55.4 and DEC: -14:06:10.2 with a positional uncertainty of approximately 14 arcminutes (FWHM of the Parkes beam).",1.0,frb detect beam cm multi beam receiv staveley smith et al pasa centr ra dec posit uncertainti approxim arcminut fwhm park beam 
165,165,12059.0,"The discovery and reference images are available at   MASTER OT J013730.51-585139.8 detection - ampl>2.5m MASTER-OAFA auto-detection system discovered OT source at (RA, Dec) = 01h 37m 30.51s -58d 51m 39.8s on 2018-09-03.27468 UT.",1.0,discoveri refer imag avail master ot j detect ampl master oafa auto detect system discov ot sourc ra dec h ut
166,166,12058.0,"MASTER OT J062457.46+311448.7 detection - ampl>5.2m MASTER-IAC auto-detection system discovered OT source at (RA, Dec) = 06h 24m 57.46s +31d 14m 48.7s on 2018-09-23.2474 UT.",1.0,master ot j detect ampl master iac auto detect system discov ot sourc ra dec h ut
167,167,12058.0,"The discovery and reference images are available at   MASTER OT J052432.87-315203.5 detection - dwarf nova outburst, ampl>3.5 MASTER-IAC auto-detection system discovered OT source at (RA, Dec) = 05h 24m 32.87s -31d 52m 03.5s on 2018-09-18.22306 UT.",1.0,discoveri refer imag avail master ot j detect dwarf nova outburst ampl master iac auto detect system discov ot sourc ra dec h ut
168,168,12056.0,"Fitting the source using CASA gives an integrated flux density of 91 +/- 4 uJy at RA=16:43:48.177, Dec=+41:02:42.97.",1.0,fit sourc use casa give integr flux densiti uji ra dec 
169,169,12055.0,"The brightness is fading from 16.0 to 16.5 mag in R band during the observation epoch, calibrated by the nearby USNO B1.0 sources ( RA=16:43:42.9, DEC=41:02:40.9, R2mag=16.95).",1.0,bright fade mag r band observ epoch calibr nearbi usno b sourc ra dec r mag 
170,170,12053.0,"The source is clearly present on multiple frames at R.A.=22:09:25.55, Decl.=+25:03:43.90 (Zheng & Filippenko, GCN 23236).",1.0,sourc clearli present multipl frame ra decl zheng filippenko gcn 
171,171,12049.0,"The location of the X-ray flare (RA, Dec)=(17:24:21.72, +65:48:47.3) is consistent with SDSS J172421.74+654847.5.",1.0,locat x ray flare ra dec consist sdss j 
172,172,12045.0,"In Atel #12044 the transient reported at coordinates ra=01:44:50.8, dec=-02:07:20.4 was incorrectly labelled.",1.0,atel transient report coordin ra dec incorrectli label
173,173,12039.0,"MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 21h 16m 30.72s +27d 33m 56.9s on 2018-09-13.74243 UT.",1.0,master kislovodsk auto detect system discov ot sourc ra dec h ut
174,174,12039.0,"The discovery and reference images are available at:   MASTER OT J001247.42+335338.7 - QSO/AGN MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 00h 12m 47.42s +33d 53m 38.7s on 2018-09-13.90243 UT.",1.0,discoveri refer imag avail master ot j qso agn master kislovodsk auto detect system discov ot sourc ra dec h ut
175,175,12039.0,"MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 22h 39m 17.87s +38d 03m 08.1s on 2018-09-13.88731 UT.",1.0,master kislovodsk auto detect system discov ot sourc ra dec h ut
176,176,12039.0,"MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 23h 23m 49.56s +59d 12m 21.9s on 2018-09-14.00098 UT.",1.0,master kislovodsk auto detect system discov ot sourc ra dec h ut
177,177,12038.0,"MASTER OT J082017.38+205232.2 - PSN MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 08h 20m 17.38s +20d 52m 32.2s on 2018-09-14.05221 UT.",1.0,master ot j psn master kislovodsk auto detect system discov ot sourc ra dec h ut
178,178,12035.0,ZTF18aahqkbt (AT2018bsi) is a nuclear (offset < 0.1 arcsec) transient located at: 08:15:26.62 +45:35:31.9 (J2000) 123.860919 +45.592208 (J2000) The source was first detected by the ZTF Survey on UT 2018 April 09 with r=18.19 +/- 0.03 mag.,1.0,ztf aahqkbt bsi nuclear offset arcsec transient locat jtwothousand jtwothousand sourc first detect ztf survey ut april r mag
179,179,12034.0,"Flat spectrum radio quasar 4C 38.41 (RA: 16h 35m 15.493s, Dec: +38d 08m 04.50s), also known as B2 1633+38, OS 356, 3EG J1635+3813, has recently been observed to experience an optical outburst and also displayed multiwavelength activity as reported by WEBT/GASP (ATel #12025), AGILE (ATel #12026), and Fermi LAT (ATel #12027).",1.0,flat spectrum radio quasar c ra h dec also known b os eg j recent observ experi optic outburst also display multiwavelength activ report webt gasp atel agil atel fermi lat atel 
180,180,12033.0,"Mag Offset from Host ("") ASASSN-18vc 07:34:09.121 +04:32:57.68 2018-09-10.61 16.5 -15.1 53.64 Obs.",1.0,mag offset host asassn vc ob
181,181,12030.0,"The Zwicky Transient Facility (ZTF; ATel #11266) reports the discovery of ZTF18abukavn (AT2018gep), a rapidly rising blue transient located at 16:43:48.22 +41:02:43.4 (J2000) 250.950926 +41.045380 (J2000) The source was first discovered on 2018-09-09.17 (UT) at r=20.5 mag, and rose 4 magnitudes in under 2 days.",1.0,zwicki transient facil ztf atel report discoveri ztf abukavn gep rapidli rise blue transient locat jtwothousand jtwothousand sourc first discov ut r mag rose magnitud day
182,182,12027.0,"The Large Area Telescope (LAT), onboard the Fermi Gamma-ray Space Telescope, has observed an increasing gamma-ray flux from a source positionally coincident with 4C +38.41 (RA: 16h 35m 15.493s, Dec. +38d 08m 04.50s (J2000); Johnston et al.1995, AJ, 110, 880).",1.0,larg area telescop lat onboard fermi gamma ray space telescop observ increas gamma ray flux sourc posit coincid c ra h dec jtwothousand johnston et al aj 
183,183,12018.0,V mag ASASSN-18uk 05:33:05.340 -69:30:31.34 2018-09-08.310 15.1 Obs.,1.0,v mag asassn uk ob
184,184,12016.0,"Assuming the source flux was constant over the transit, we obtained the source position of (R.A., Dec) = (12.409 deg, 24.843 deg) = (00 49 38, +24 50 34) (J2000) with a statistical 90% C.L.",1.0,assum sourc flux constant transit obtain sourc posit ra dec deg deg jtwothousand statist cl
185,185,12016.0,"With the same procedure and assumption, we obtained the source position of (R.A., Dec) = (12.714 deg, 24.742 deg) = (00 50 51, +24 44 31) (J2000) with a statistical 90% C.L.",1.0,procedur assumpt obtain sourc posit ra dec deg deg jtwothousand statist cl
186,186,12015.0,"Mag Offset from Host ("") ASASSN-18ug 01:57:42.560 -67:11:13.61 2018-09-04.31 16.7 -19.5 13.9 Obs.",1.0,mag offset host asassn ug ob
187,187,12011.0,"V mag Offset from Host ("") ASASSN-18ty 0:40:30.674 -50:41:15.08 2018-09-05.26 17.4 0.1 Obs.",1.0,v mag offset host asassn ty ob
188,188,12009.0,"Without assumptions on the source constancy, we obtain a rectangular error box for the transient source with the following corners: (R.A., Dec) = (12.498, -75.690) deg = (00 49 59, -75 41 23) (J2000) (R.A., Dec) = (15.398, -75.527) deg = (01 01 35, -75 31 37) (J2000) (R.A., Dec) = (13.924, -74.117) deg = (00 55 41, -74 07 01) (J2000) (R.A., Dec) = (11.278, -74.281) deg = (00 45 06, -74 16 51) (J2000).",1.0,without assumpt sourc constanc obtain rectangular error box transient sourc follow corner ra dec deg jtwothousand ra dec deg jtwothousand ra dec deg jtwothousand ra dec deg jtwothousand 
189,189,11998.0,"MASTER OT J050321.63-284353.2 discovery - PSN in 5.2E,14.5N of PGC738093 MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 05h 03m 21.63s -28d 43m 53.2s on 2018-08-31.06248 UT.",1.0,master ot j discoveri psn e n pgc master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
190,190,11994.0,"Variables MASTER OTJ093829.24+761911.4 -PSN discovery MASTER-IAC auto-detection system discovered OT source at (RA, Dec) = 09h 38m 29.24s +76d 19m 11.37s on 2018-08-29.19613 UT.",1.0,variabl master otj psn discoveri master iac auto detect system discov ot sourc ra dec h ut
191,191,11993.0,"ASASSN-18sy (RA: 14:45:37.51 Dec: -34:07:12.2; IAU name: AT 2018fge) was discovered by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al.2014) on UT 2018-08-19 23:45:36 at g = 15.5 mag.",1.0,asassn sy ra dec iau name fge discov sky autom survey supernova asa sn shappe et al ut g mag
192,192,11992.0,A single NIR object is present inside the 2.2 arcsec-radius Swift/XRT error circle (ATel #11952) at the following coordinates (J2000): RA = 17:50:18.06 Dec = -26:36:16.7 (coordinate errors are +-0.1 arcsec at 1-sigma confidence level).,1.0,singl nir object present insid arcsec radiu swift xrt error circl atel follow coordin jtwothousand ra dec coordin error arcsec sigma confid level 
193,193,11982.0,"MASTER OT J023752.37+284808.1 detection - FSRQ optical flare MASTER-Kislovodsk auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 02h 37m 52.37s +28d 48m 08.1son UT.",1.0,master ot j detect fsrq optic flare master kislovodsk auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h son ut
194,194,11977.0,"Transient, Variables MASTER OT J014523.44+210208.2 detection - OT with ampl>4.6m (preliminary dwarf nova outburst) MASTER-Kislovodsk auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 01h 45m 23.44s +21d 02m 08.2s on 2018-08-21.89405 UT.",1.0,transient variabl master ot j detect ot ampl preliminari dwarf nova outburst master kislovodsk auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
195,195,11977.0,The OT is seen in 4 images (2018-08-21 21:27:26/22:19:25 UT).,0.0,ot seen imag ut 
196,196,11976.0,"V mag Offset from Host ("") ASASSN-18tb 04:18:06.149 -63:36:56.68 2018-08-21.31 16.8 5.16 Obs.",1.0,v mag offset host asassn tb ob
197,197,11970.0,"We detect a source at RA (J2000) =17:59:02.87, Dec (J2000) = -23:43:08.2, with magnitudes of H=19.56 +/- 0.07 and Ks=18.37 +/- 0.07.",1.0,detect sourc ra jtwothousand dec jtwothousand magnitud h ks 
198,198,11968.0,"g mag ASASSN-18su 12:57:51.258 -28:30:16.82 2018-08-17.71 10.1 ASASSN-18su was discovered in images obtained on UT 2018-08-17.71 at g~10.1, and it is also detected at V~10.0 on UT 2018-08-17.97.",1.0,g mag asassn su asassn su discov imag obtain ut g also detect v ut 
199,199,11964.0,"g mag Offset from Host ("") ASASSN-18sk 23:17:29.990 -49:48:00.94 2018-08-15.28 16.2 --- Obs.",1.0,g mag offset host asassn sk ob
200,200,11954.0,"We measure a 9.0 GHz radio position of: RA (J2000) =17:59:02.86 +/- 0.04, Dec (J2000) = -23:43:08.3 +/- 0.1, where the errors are the uncertainties on the fitted position, which are larger than the theoretical statistical error of centroiding (Beam/2*SNR).",1.0,measur ghz radio posit ra jtwothousand dec jtwothousand error uncertainti fit posit larger theoret statist error centroid beam snr 
201,201,11952.0,Thanks to a 1-ks exposure with Swift/XRT in PC mode between August 13<sup>th</sup> 19:41-20:13 (UTC) we can refine the source position at: RA = 267.57527&deg; = 17h 50m 18.06s Dec = -26.60458&deg; = -26d 36m 16.5s.,1.0,thank ks exposur swift xrt pc mode august sup th sup utc refin sourc posit ra deg h dec deg
202,202,11946.0,"Its PanSTARRS coordinates (J2000) are RA = 17 59 02.693; Dec = -23 43 12.04 (3.7"" from the centre of the XRT circle) and catalogue magnitudes are g' = 25.468 +- ?",1.0,panstarr coordin jtwothousand ra dec centr xrt circl catalogu magnitud g
203,203,11946.0,Star 4 (at RA = 17 59 02.505; Dec = -23 43 07.93) has magnitudes that are brighter than the catalogue values by 0.15-0.19 mag in all i' and y images (it is not significantly detected in g' and r').,1.0,star ra dec magnitud brighter catalogu valu mag imag significantli detect g r 
204,204,11944.0,"Mag Offset from Host ("") ASASSN-18rn 21:48:38.453 -43:22:48.43 2018-08-08.85 18.0 -19.6 3.06 Obs.",1.0,mag offset host asassn rn ob
205,205,11935.0,"Variable, Supernovae, Transient, Variables MASTER OT J023059.78-172027.1 discovery - OT in far SDSS galaxy direction, discovered during Fermi 555576051 trigger inspection MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 02h 30m 59.78s -17d 20m 27.1s on 2018-08-11.15934 UT The OT unfiltered magnitude is 17.5m (mlim=19.7).",1.0,variabl supernova transient variabl master ot j discoveri ot far sdss galaxi direct discov fermi trigger inspect master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut ot unfilt magnitud mlim 
206,206,11934.0,"MASTER OT J015031.44+161329.3 discovery - PSN in 10.6"" of SDSS galaxy MASTER-IAC auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 01h 50m 31.44s +16d 13m 29.3s on 2018-08-10.22429 UT.",1.0,master ot j discoveri psn sdss galaxi master iac auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
207,207,11927.0,"Assuming that the source flux was constant over 8 times scan transit (2018-08-07T05:26(UT) to 16:15), we have obtained the source position at (R.A., Dec) = (277.752 deg, -9.630 deg) = (18 31 00, -09 37 48) (J2000) with a statistical 90% C.L.",1.0,assum sourc flux constant time scan transit ut obtain sourc posit ra dec deg deg jtwothousand statist cl
208,208,11920.0,"Transient, Variables MASTER OT J165813.55-532904.7 detection - outburst at early stage, ampl>5.3m MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 16h 58m 13.55s -53d 29m 04.7s on 2018-08- 05.96013 UT.",1.0,transient variabl master ot j detect outburst earli stage ampl master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
209,209,11917.0,"The star USNO-A2.0 0450-16997190 (14 09 37.93 -38 46 50.3) located 56 arcsec SE of the variable was used as a reference star with V=15.269 (APASS DR9, Henden et al., 2016).",0.0,star usno locat arcsec se variabl use refer star v apass dr henden et al 
210,210,11910.0,"Mag Offset from Host ("") ASASSN-18qk 22:10:35.581 -27:14:58.96 2018-08-01.13 16.8 -18.2 3.24 Obs.",1.0,mag offset host asassn qk ob
211,211,11907.0,"with the following corners: (R.A., Dec) = (259.522, -39.888) deg = (17 18 05, -39 53 15) (J2000) (R.A., Dec) = (259.363, -39.845) deg = (17 17 27, -39 50 40) (J2000) (R.A., Dec) = (259.378, -42.084) deg = (17 17 30, -42 05 00) (J2000) (R.A., Dec) = (259.543, -42.127) deg = (17 18 10, -42 07 35) (J2000).",1.0,follow corner ra dec deg jtwothousand ra dec deg jtwothousand ra dec deg jtwothousand ra dec deg jtwothousand 
212,212,11906.0,"The location (RA, Dec)=(17:24:21.72, +65:48:47.3) is consistent with SDSS J172421.74+654847.5 (ugriz=[20.89,20.73,20.45,20.28,20.58]).",1.0,locat ra dec consist sdss j ugriz 
